"CMS Certification Number (CCN)","Provider Name","Provider Address",City/Town,State,"ZIP Code","Telephone Number","Provider SSA County Code",County/Parish,"Ownership Type","Number of Certified Beds","Average Number of Residents per Day","Average Number of Residents per Day Footnote","Provider Type","Provider Resides in Hospital","Legal Business Name","Date First Approved to Provide Medicare and Medicaid Services","Affiliated Entity Name","Affiliated Entity ID","Continuing Care Retirement Community","Special Focus Status","Abuse Icon","Most Recent Health Inspection More Than 2 Years Ago","Provider Changed Ownership in Last 12 Months","With a Resident and Family Council","Automatic Sprinkler Systems in All Required Areas","Overall Rating","Overall Rating Footnote","Health Inspection Rating","Health Inspection Rating Footnote","QM Rating","QM Rating Footnote","Long-Stay QM Rating","Long-Stay QM Rating Footnote","Short-Stay QM Rating","Short-Stay QM Rating Footnote","Staffing Rating","Staffing Rating Footnote","Reported Staffing Footnote","Physical Therapist Staffing Footnote","Reported Nurse Aide Staffing Hours per Resident per Day","Reported LPN Staffing Hours per Resident per Day","Reported RN Staffing Hours per Resident per Day","Reported Licensed Staffing Hours per Resident per Day","Reported Total Nurse Staffing Hours per Resident per Day","Total number of nurse staff hours per resident per day on the weekend","Registered Nurse hours per resident per day on the weekend","Reported Physical Therapist Staffing Hours per Resident Per Day","Total nursing staff turnover","Total nursing staff turnover footnote","Registered Nurse turnover","Registered Nurse turnover footnote","Number of administrators who have left the nursing home","Administrator turnover footnote","Case-Mix Nurse Aide Staffing Hours per Resident per Day","Case-Mix LPN Staffing Hours per Resident per Day","Case-Mix RN Staffing Hours per Resident per Day","Case-Mix Total Nurse Staffing Hours per Resident per Day","Adjusted Nurse Aide Staffing Hours per Resident per Day","Adjusted LPN Staffing Hours per Resident per Day","Adjusted RN Staffing Hours per Resident per Day","Adjusted Total Nurse Staffing Hours per Resident per Day","Adjusted Weekend Total Nurse Staffing Hours per Resident per Day","Rating Cycle 1 Standard Survey Health Date","Rating Cycle 1 Total Number of Health Deficiencies","Rating Cycle 1 Number of Standard Health Deficiencies","Rating Cycle 1 Number of Complaint Health Deficiencies","Rating Cycle 1 Health Deficiency Score","Rating Cycle 1 Number of Health Revisits","Rating Cycle 1 Health Revisit Score","Rating Cycle 1 Total Health Score","Rating Cycle 2 Standard Health Survey Date","Rating Cycle 2 Total Number of Health Deficiencies","Rating Cycle 2 Number of Standard Health Deficiencies","Rating Cycle 2 Number of Complaint Health Deficiencies","Rating Cycle 2 Health Deficiency Score","Rating Cycle 2 Number of Health Revisits","Rating Cycle 2 Health Revisit Score","Rating Cycle 2 Total Health Score","Rating Cycle 3 Standard Health Survey Date","Rating Cycle 3 Total Number of Health Deficiencies","Rating Cycle 3 Number of Standard Health Deficiencies","Rating Cycle 3 Number of Complaint Health Deficiencies","Rating Cycle 3 Health Deficiency Score","Rating Cycle 3 Number of Health Revisits","Rating Cycle 3 Health Revisit Score","Rating Cycle 3 Total Health Score","Total Weighted Health Survey Score","Number of Facility Reported Incidents","Number of Substantiated Complaints","Number of Citations from Infection Control Inspections","Number of Fines","Total Amount of Fines in Dollars","Number of Payment Denials","Total Number of Penalties",Location,Latitude,Longitude,"Geocoding Footnote","Processing Date"
425361,"SOUTHPOINTE HEALTHCARE AND REHABILITATION","35 SOUTHPOINT DRIVE",GREENVILLE,SC,29607,8642881415,220,Greenville,"For profit - Limited Liability company",120,105.2,,"Medicare and Medicaid",N,"THI OF SOUTH CAROLINA AT MAGNOLIA PLACE AT GREENVILLE, LLC",1998-07-10,"FUNDAMENTAL HEALTHCARE",231,N,,Y,N,N,Resident,Yes,1,,1,,1,,1,,1,,1,12,,,1.66169,0.94374,0.30140,1.24514,2.90684,2.51789,0.09432,0.04337,53.8,,44.4,,3,,1.85832,0.67691,0.31391,2.84913,1.82169,1.02888,0.36179,3.21587,2.78558,2023-07-12,13,11,12,205,1,0,205,2021-08-26,11,9,2,60,1,0,60,2019-08-21,8,8,0,56,1,0,56,131.833,5,1,0,2,14420.25,0,2,"35 SOUTHPOINT DRIVE,GREENVILLE,SC,29607",34.8296,-82.340,22,2024-06-01
425362,"VIVIANT HEALTHCARE OF CHARLESTON","1137 SAM RITTENBERG BLVD",CHARLESTON,SC,29407,8437630233,090,Charleston,"For profit - Limited Liability company",125,86.0,,"Medicare and Medicaid",N,"Legal Business Name Not Available",1999-01-05,"VIVIANT HEALTHCARE MANAGEMENT",553,N,"SFF Candidate",N,N,N,Both,Yes,1,,1,,3,,2,,3,,1,12,,,2.13532,0.98743,0.47653,1.46396,3.59928,2.97877,0.24040,0.03426,,6,,6,3,,2.00716,0.65831,0.29015,2.95561,2.16733,1.10693,0.61887,3.83848,3.17673,2024-01-10,8,8,0,210,1,0,210,2022-02-03,26,13,13,579,1,0,579,2020-03-19,3,2,1,32,1,0,32,303.333,1,6,,6,458989.43,1,7,"1137 SAM RITTENBERG BLVD,CHARLESTON,SC,29407",32.8255,-79.991,,2024-06-01
425368,"JOHNS ISLAND POST ACUTE","3647 MAYBANK HIGHWAY","JOHNS ISLAND",SC,29455,8435595888,090,Charleston,"For profit - Limited Liability company",132,125.8,,"Medicare and Medicaid",N,"JOHNS ISLAND POST ACUTE LLC",1999-12-17,"PROVIDENCE GROUP",429,N,,N,N,N,Resident,Yes,1,,2,,3,,5,,2,,1,,,,1.61292,0.89515,0.24664,1.14179,2.75472,2.49011,0.20095,0.04197,64.4,,44.4,,0,,2.05721,0.68514,0.32083,3.06318,1.59727,0.96419,0.28967,2.83462,2.56234,2022-12-14,1,1,1,4,1,0,4,2021-05-21,17,17,0,96,1,0,96,2019-05-20,7,7,0,28,1,0,28,38.667,2,0,,1,6960.95,1,2,"3647 MAYBANK HIGHWAY,JOHNS ISLAND,SC,29455",32.7170,-80.087,,2024-06-01
425370,"SEDGEWOOD MANOR HEALTH CARE CENTER","1645 RIDGE ROAD",HOPKINS,SC,29061,8037763873,390,Richland,"For profit - Limited Liability company",38,33.9,,"Medicare and Medicaid",N,"SEDGEWOOD MANOR HEALTH CARE CENTER LLC",2000-05-17,,,N,,N,Y,N,Resident,Yes,2,,2,,5,,5,,,2,1,12,6,6,,,,,,,,,,6,,6,,6,,,,,,,,,,2022-03-11,2,2,0,12,1,0,12,2020-11-17,3,3,0,24,1,0,24,2019-09-19,7,7,0,163,1,0,163,41.167,0,0,,2,3900.00,0,2,"1645 RIDGE ROAD,HOPKINS,SC,29061",33.9634,-80.847,,2024-06-01
425372,"BETHEA BAPTIST HEALTHCARE CENTER","157 HOME AVENUE",DARLINGTON,SC,29532,8433932867,150,Darlington,"Non profit - Church related",68,59.6,,"Medicare and Medicaid",N,SCBMA,2000-06-28,,,Y,,N,N,N,Resident,Yes,4,,4,,4,,4,,4,,4,,,,3.09147,1.68684,0.43772,2.12456,5.21603,3.71924,0.18765,0.03332,54.9,,42.9,,0,,1.87699,0.63323,0.29042,2.80064,3.35542,1.96586,0.56793,5.87048,4.18590,2023-08-03,1,1,0,16,1,0,16,2022-01-20,6,6,0,36,1,0,36,2020-08-27,0,0,0,0,0,0,0,20.000,0,0,0,1,662.73,0,1,"157 HOME AVENUE,DARLINGTON,SC,29532",34.2581,-79.843,,2024-06-01
425373,"THE GABLES OF PELHAM SKILLED NURSING & REHAB","1306 PELHAM RD",GREENVILLE,SC,29615,8642866600,220,Greenville,"For profit - Limited Liability company",45,26.6,,Medicare,N,"FSL GREENVILLE SC TENANT LLC",2000-07-05,,,Y,,N,N,N,Resident,Yes,1,,2,,1,,2,,1,,2,,,,2.32156,0.88740,0.51102,1.39841,3.71998,3.43764,0.41331,0.00000,66.7,,,6,,6,2.07808,0.69291,0.30986,3.08085,2.27595,0.94511,0.62143,3.80593,3.51707,2022-06-30,3,3,1,24,1,0,24,2021-01-07,8,6,2,80,1,0,80,2019-03-14,4,3,1,36,1,0,36,44.667,2,0,,1,8648.25,0,1,"1306 PELHAM RD,GREENVILLE,SC,29615",34.8564,-82.308,,2024-06-01
425374,"FRANKE HEALTH CARE CENTER","1885 RIFLE RANGE ROAD","MOUNT PLEASANT",SC,29464,8438564700,090,Charleston,"Non profit - Corporation",44,39.2,,Medicare,N,"LUTHERAN HOMES OF SC, INC.",2000-11-06,,,Y,,N,N,N,Both,Yes,4,,4,,4,,5,,3,,4,,,,2.41763,0.94967,0.53503,1.48470,3.90233,3.54707,0.64535,0.04267,37.5,,57.1,,1,,2.04698,0.66528,0.30561,3.01787,2.40613,1.05344,0.65969,4.07582,3.70475,2024-03-05,5,5,0,20,1,0,20,2022-05-05,1,1,0,4,1,0,4,2020-11-24,0,0,0,0,0,0,0,11.333,0,0,0,0,0.00,0,0,"1885 RIFLE RANGE ROAD,MOUNT PLEASANT,SC,29464",32.8229,-79.821,,2024-06-01
425375,"WILLOW BROOKE COURT AT PARK POINTE VILLAGE","3025 CHESBROUGH BLVD","ROCK HILL",SC,29732,8039808605,450,York,"Non profit - Corporation",13,14.4,,Medicare,N,"ACTS RETIREMENT-LIFE COMMUNITIES INC",2001-04-25,"ACTS RETIREMENT-LIFE COMMUNITIES",9,Y,,N,N,N,Both,Yes,5,,5,,4,,2,,5,,4,,,,2.33366,1.07274,0.69594,1.76868,4.10234,3.90190,0.40967,0.64014,39.3,,,6,1,,1.94962,0.66869,0.32838,2.94669,2.43854,1.18390,0.79859,4.38822,4.17382,2023-09-22,0,0,0,0,0,0,0,2021-12-31,2,2,0,20,1,0,20,2020-03-11,0,0,0,0,0,0,0,6.667,0,0,,1,650.00,0,1,"3025 CHESBROUGH BLVD,ROCK HILL,SC,29732",34.9559,-81.099,,2024-06-01
425376,"ROSECREST REHABILITATION AND HEALTHCARE CENTER","200 FORTRESS DRIVE",INMAN,SC,29349,8645998600,410,Spartanburg,"Non profit - Church related",75,42.2,,Medicare,N,"LUTHERAN HOMES OF SC, INC.",2001-05-23,,,Y,,N,N,N,Resident,Yes,5,,5,,5,,5,,4,,5,,,,2.85862,0.93091,1.03209,1.96301,4.82162,4.46944,0.75824,0.11424,59.0,,27.3,,0,,2.13872,0.66665,0.28747,3.09284,2.72299,1.03051,1.35285,4.91390,4.55498,2023-05-25,2,2,0,8,1,0,8,2021-10-15,0,0,0,0,0,0,0,2019-09-05,5,5,0,20,1,0,20,7.333,0,0,0,0,0.00,0,0,"200 FORTRESS DRIVE,INMAN,SC,29349",35.0391,-82.028,,2024-06-01
425379,"OPUS POST ACUTE REHABILITATION","300 AGAPE DRIVE","WEST COLUMBIA",SC,29169,8037395282,310,Lexington,"For profit - Individual",100,82.7,,"Medicare and Medicaid",N,"SOUTHERN CHARM HEALTHCARE, INC.",2003-03-14,"THE ENSIGN GROUP",507,N,,N,N,N,Resident,Yes,5,,4,,5,,5,,4,,3,,,,2.18767,1.16475,0.45143,1.61619,3.80386,3.29014,0.23327,0.07398,55.3,,40.0,,0,,2.01064,0.79479,0.46982,3.27525,2.21662,1.08149,0.36207,3.66076,3.16637,2023-02-08,3,3,0,20,1,0,20,2021-06-30,1,1,0,8,1,0,8,2020-02-07,2,2,0,24,1,0,24,16.667,0,0,0,0,0.00,0,0,"300 AGAPE DRIVE,WEST COLUMBIA,SC,29169",33.9902,-81.111,,2024-06-01
425380,"LAKES AT LITCHFIELD","120 LAKES AT LITCHFIELD DRIVE","PAWLEYS ISLAND",SC,29585,8432359393,210,Georgetown,"For profit - Limited Liability company",24,14.9,,"Medicare and Medicaid",N,"LITCHFIELD RETIREMENT, LLC",2003-08-05,"SENIOR LIVING COMMUNITIES",470,Y,,N,N,N,Resident,Yes,3,,3,,1,,,2,1,,5,,,,2.80947,0.77851,1.77319,2.55170,5.36117,4.58592,1.56987,0.15176,38.5,,33.3,,1,,2.29287,0.77277,0.42930,3.49494,2.49625,0.74346,1.55639,4.83516,4.13598,2023-05-18,3,0,3,12,0,0,12,2021-12-15,6,5,1,40,2,20,60,2020-03-12,2,2,0,8,1,0,8,27.333,3,0,2,4,11949.08,0,4,"120 LAKES AT LITCHFIELD DRIVE,PAWLEYS ISLAND,SC,29585",33.4742,-79.107,,2024-06-01
425381,"NHC HEALTHCARE - CHARLESTON","2230 ASHLEY CROSSING DRIVE",CHARLESTON,SC,29414,8437665228,090,Charleston,"For profit - Limited Liability company",88,61.7,,Medicare,N,"NHC HEALTHCARE-CHARLESTON LLC",2004-04-22,"NATIONAL HEALTHCARE CORPORATION",364,N,,N,N,N,Resident,Yes,5,,5,,3,,2,,4,,4,,,,2.78844,2.49606,0.87777,3.37383,6.16227,5.42288,0.51167,0.34369,75.6,,66.7,,0,,1.95060,0.79852,0.47785,3.22697,2.91231,2.30680,0.69218,6.01918,5.29696,2023-11-02,3,3,3,12,1,0,12,2021-11-12,1,0,1,4,0,0,4,2020-01-29,0,0,0,0,0,0,0,7.333,0,1,,0,0.00,0,0,"2230 ASHLEY CROSSING DRIVE,CHARLESTON,SC,29414",32.8144,-80.038,,2024-06-01
425384,"SPARTANBURG HOSPITAL FOR RESTORATIVE CARE SNF","389 SERPENTINE DRIVE",SPARTANBURG,SC,29303,8645603265,410,Spartanburg,"Government - Hospital district",25,15.8,,Medicare,Y,"SPARTANBURG HOSPITAL FOR RESTORATIVE CARE",2006-03-07,,,N,,N,N,N,Resident,Yes,5,,5,,5,,,2,5,,5,,,,2.22116,1.52302,2.58084,4.10386,6.32502,5.56150,1.97724,0.45141,34.6,,22.2,,0,,1.89480,0.90265,0.51284,3.31028,2.38815,1.24517,1.89629,6.02265,5.29564,2022-08-03,0,0,0,0,0,0,0,2021-01-13,1,1,0,4,1,0,4,2019-03-07,0,0,0,0,0,0,0,1.333,0,0,0,0,0.00,0,0,"389 SERPENTINE DRIVE,SPARTANBURG,SC,29303",34.9678,-81.936,,2024-06-01
425385,"WILDEWOOD DOWNS","1215 WILDEWOOD DOWNS CIRCLE",COLUMBIA,SC,29223,8037885115,390,Richland,"For profit - Limited Liability company",32,21.3,,Medicare,N,"WILDEWOOD RETIREMENT LLC",2006-06-30,"SENIOR LIVING COMMUNITIES",470,Y,,N,N,N,None,Yes,2,,2,,3,,,2,3,,4,,,,2.63071,1.39624,0.68012,2.07636,4.70707,4.43547,0.38377,0.13841,50.0,,60.0,,0,,2.14967,0.82575,0.48254,3.45796,2.49314,1.24783,0.53109,4.29064,4.04307,2023-05-18,4,4,0,52,2,26,78,2021-12-09,7,6,1,56,1,0,56,2020-08-19,0,0,0,0,0,0,0,57.667,0,0,,2,4382.83,0,2,"1215 WILDEWOOD DOWNS CIRCLE,COLUMBIA,SC,29223",34.0865,-80.887,,2024-06-01
425386,"VETERANS VICTORY HOUSE","2461 SIDNEY ROAD",WALTERBORO,SC,29488,8435383000,140,Colleton,"Government - Federal",220,186.5,,"Medicare and Medicaid",N,"Legal Business Name Not Available",2007-10-03,,,N,,N,N,N,Both,Yes,4,,3,,5,,5,,,2,4,,,,2.24329,0.81465,0.46890,1.28354,3.52683,2.98108,0.28141,0.01892,45.3,,43.8,,1,,1.81385,0.59112,0.24957,2.65454,2.51957,1.01703,0.70796,4.18780,3.53977,2024-01-19,3,3,0,12,1,0,12,2022-01-13,6,6,6,56,1,0,56,2020-11-19,6,3,3,44,1,0,44,32.000,4,1,0,1,212480.00,0,1,"2461 SIDNEY ROAD,WALTERBORO,SC,29488",32.8912,-80.695,22,2024-06-01
425387,"RICE ESTATE REHABILITATION AND HEALTHCARE","100 FINLEY ROAD",COLUMBIA,SC,29203,8036915720,390,Richland,"Non profit - Corporation",80,73.2,,Medicare,N,"LUTHERAN HOMES OF SC, INC.",2007-12-15,,,Y,,N,N,N,Resident,Yes,4,,3,,5,,4,,5,,4,,,,2.97559,1.01716,0.66919,1.68636,4.66195,4.17976,0.53920,0.08348,51.9,,68.4,,,6,1.99371,0.71712,0.34697,3.05780,3.04057,1.04674,0.72675,4.80562,4.30857,2023-12-20,2,2,0,32,1,0,32,2022-01-07,5,5,0,28,1,0,28,2020-08-19,1,1,0,4,1,0,4,26.000,0,0,,1,3250.00,0,1,"100 FINLEY ROAD,COLUMBIA,SC,29203",34.1073,-80.970,,2024-06-01
425388,"GREENWOOD TRANSITIONAL REHABILITATION UNIT","1530 PARKWAY",GREENWOOD,SC,29646,8643309070,230,Greenwood,"For profit - Corporation",12,11.2,,Medicare,Y,"GREENWOOD REGIONAL REHABILITATION HOSPITAL, LLC",2008-02-22,,,N,,N,N,N,None,Yes,5,,5,,5,,,2,5,,5,,,,3.58843,0.10950,3.93720,4.04671,7.63513,6.42144,2.73738,0.00000,36.4,,22.2,,,6,1.96367,0.97351,0.51724,3.45442,3.72288,0.08301,2.86825,6.96678,5.85933,2022-06-01,1,1,0,4,1,0,4,2020-11-18,0,0,0,0,0,0,0,2019-05-08,3,3,0,32,1,0,32,7.333,0,0,,2,1632.71,0,2,"1530 PARKWAY,GREENWOOD,SC,29646",34.1676,-82.156,,2024-06-01
425389,"PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA-SUMMERV","201 W 9TH NORTH STREET",SUMMERVILLE,SC,29483,8438732550,170,Dorchester,"Non profit - Corporation",48,35.3,,Medicare,N,"PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA",2009-01-15,"PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA",411,Y,,N,N,N,Resident,Yes,5,,4,,5,,,2,5,,4,,,,2.72675,1.46273,1.30852,2.77125,5.49800,4.84521,1.24495,0.29195,60.3,,33.3,,0,,2.12908,0.88955,0.58799,3.60662,2.60914,1.21349,0.83855,4.80501,4.23451,2023-04-19,0,0,0,0,0,0,0,2021-08-20,1,0,1,4,0,0,4,2019-08-16,5,5,0,52,1,0,52,10.000,1,0,,0,0.00,0,0,"201 W 9TH NORTH STREET,SUMMERVILLE,SC,29483",33.0178,-80.211,22,2024-06-01
425390,"SUMMIT HILLS SKILLED NURSING FACILITY","110 SUMMIT HILLS DRIVE",SPARTANBURG,SC,29307,8645912222,410,Spartanburg,"For profit - Corporation",27,18.7,,Medicare,N,"SUMMIT HILLS, LLC",2008-12-05,"SENIOR LIVING COMMUNITIES",470,Y,,N,N,N,Resident,Yes,4,,4,,2,,,2,2,,4,,,,3.15155,1.67048,1.26318,2.93367,6.08522,5.20326,0.70873,0.15489,62.8,,50.0,,1,,2.15124,0.78776,0.39562,3.33462,2.98456,1.56491,1.20314,5.75203,4.91836,2023-03-29,0,0,0,0,0,0,0,2021-10-14,5,4,2,28,1,0,28,2020-03-06,2,2,0,20,1,0,20,12.667,2,0,,0,0.00,0,0,"110 SUMMIT HILLS DRIVE,SPARTANBURG,SC,29307",34.9850,-81.893,,2024-06-01
425391,"COMPASS POST ACUTE REHABILITATION","2320 HIGHWAY 378",CONWAY,SC,29527,8433972273,250,Horry,"For profit - Corporation",95,81.3,,"Medicare and Medicaid",N,"CAROLINA HEALTHCARE LLC",2009-08-20,"THE ENSIGN GROUP",507,N,,N,N,N,Resident,Yes,5,,4,,5,,5,,4,,3,,,,1.89012,1.02122,0.53012,1.55134,3.44146,2.96444,0.30377,0.18289,50.0,,50.0,,0,,2.01787,0.71460,0.38532,3.11779,1.90827,1.05462,0.51842,3.47926,2.99700,2024-03-26,1,1,0,16,1,0,16,2022-05-20,0,0,0,0,0,0,0,2021-01-08,2,2,0,8,1,0,8,9.333,0,0,0,0,0.00,0,0,"2320 HIGHWAY 378,CONWAY,SC,29527",33.8432,-79.092,,2024-06-01
425392,"LINVILLE COURT AT THE CASCADES VERDAE","30 SPRINGCREST COURT",GREENVILLE,SC,29607,8645285500,220,Greenville,"For profit - Corporation",44,34.4,,Medicare,N,"CASCADES NURSING LLC",2009-11-04,"SENIOR LIVING COMMUNITIES",470,Y,,N,N,N,None,Yes,2,,2,,3,,4,,3,,4,,,,2.85397,1.48693,1.06582,2.55275,5.40672,4.55596,0.60405,0.06935,63.0,,44.4,,2,,2.21389,0.73951,0.42281,3.37621,2.62626,1.48384,0.94987,5.04772,4.25345,2023-08-22,0,0,0,0,0,0,0,2021-08-20,4,3,1,111,1,0,111,2019-09-12,4,4,0,119,1,0,119,56.833,1,0,0,1,7445.75,0,1,"30 SPRINGCREST COURT,GREENVILLE,SC,29607",34.8263,-82.317,,2024-06-01
425393,"PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA- CLINTO","801 MUSGROVE STREET",CLINTON,SC,29325,8648335190,290,Laurens,"Non profit - Corporation",18,6.5,,Medicare,N,"PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA",2009-09-09,"PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA",411,Y,,N,N,N,Resident,Yes,5,,5,,5,,,2,5,,5,,,,3.32018,1.73505,3.17483,4.90988,8.23007,6.08949,1.96023,0.33551,35.3,,50.0,,0,,2.08388,0.88328,0.59725,3.56442,3.24588,1.44962,2.00302,7.27790,5.38497,2024-02-28,0,0,0,0,0,0,0,2022-06-03,1,0,1,4,0,0,4,2020-12-31,0,0,0,0,0,0,0,1.333,0,0,,0,0.00,0,0,"801 MUSGROVE STREET,CLINTON,SC,29325",34.4832,-81.874,,2024-06-01
425394,"THE ARBORETUM AT THE WOODLANDS","50 ARBORTEUM WAY",GREENVILLE,SC,29617,8643713100,220,Greenville,"Non profit - Corporation",30,26.1,,Medicare,N,"UPSTATE SENIOR LIVING, INC.",2009-11-25,,,Y,,N,N,N,Resident,Yes,5,,5,,4,,1,,5,,5,,,,2.39049,1.26058,1.16209,2.42267,4.81315,4.02543,0.49454,0.04251,53.3,,50.0,,0,,2.01121,0.65777,0.29996,2.96893,2.42144,1.41428,1.45984,5.10999,4.27369,2023-07-14,1,0,1,4,0,0,4,2022-01-07,0,0,0,0,0,0,0,2020-08-20,1,1,0,16,1,0,16,4.667,0,0,0,0,0.00,0,0,"50 ARBORTEUM WAY,GREENVILLE,SC,29617",34.9211,-82.477,22,2024-06-01
425395,"BRIGHTWATER SKILLED NURSING CENTER","171 BRIGHTWATER DRIVE","MYRTLE BEACH",SC,29579,8439038300,250,Horry,"For profit - Limited Liability company",67,45.2,,"Medicare and Medicaid",N,"BRIGHTWATER RETIREMENT, LLC",2009-12-23,"SENIOR LIVING COMMUNITIES",470,Y,,N,N,N,Resident,Yes,1,,1,,3,,5,,2,,4,,,,3.09389,1.64119,0.89422,2.53541,5.62930,4.75304,0.40706,0.14215,51.9,,50.0,,2,,2.25836,0.74430,0.37575,3.37841,2.79097,1.62725,0.89675,5.25211,4.43457,2023-09-13,2,2,1,20,1,0,20,2022-01-06,7,7,0,282,1,0,282,2020-10-08,2,2,0,12,1,0,12,106.000,1,0,,6,69752.58,0,6,"171 BRIGHTWATER DRIVE,MYRTLE BEACH,SC,29579",33.7616,-78.843,,2024-06-01
425396,"PRESBYTERIAN HOME OF SOUTH CAROLINA-COLUMBIA","700 DAVEGA DRIVE",LEXINGTON,SC,29073,8037968700,310,Lexington,"Non profit - Church related",44,11.8,,"Medicare and Medicaid",N,"PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA",2010-03-26,"PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA",411,Y,,N,Y,N,Resident,Yes,4,,4,,4,,,2,4,,4,,,,2.29086,0.98140,2.35652,3.33792,5.62879,4.96262,1.73007,0.63461,77.4,,70.0,,0,,2.06614,0.78703,0.45700,3.31017,2.25882,0.92024,1.94301,5.35988,4.72554,2022-02-10,2,2,0,8,1,0,8,2020-10-15,5,2,3,32,1,0,32,2019-05-08,0,0,0,0,0,0,0,14.667,4,0,,0,0.00,0,0,"700 DAVEGA DRIVE,LEXINGTON,SC,29073",34.0211,-81.133,,2024-06-01
425397,"NHC HEALTHCARE - BLUFFTON","3039 OKATIE HIGHWAY",OKATIE,SC,29909,8437058220,260,Jasper,"For profit - Corporation",120,114.3,,"Medicare and Medicaid",N,"NHC HEALTHCARE-BLUFFTON LLC",2010-05-25,"NATIONAL HEALTHCARE CORPORATION",364,N,,N,N,N,Resident,Yes,4,,4,,3,,2,,4,,3,,,,1.83018,1.08276,0.56092,1.64368,3.47386,3.01159,0.22299,0.18265,54.5,,43.8,,0,,1.96438,0.65294,0.30055,2.91787,1.89807,1.22377,0.70325,3.75264,3.25328,2022-10-28,5,4,2,24,1,0,24,2021-08-06,2,0,2,8,0,0,8,2019-07-11,1,1,0,4,1,0,4,15.333,2,2,,0,0.00,0,0,"3039 OKATIE HIGHWAY,OKATIE,SC,29909",32.2744,-80.948,,2024-06-01
425400,"PRUITTHEALTH- BLYTHEWOOD","1075 HEATHER GREEN DRIVE",COLUMBIA,SC,29229,8034199863,390,Richland,"For profit - Limited Liability company",120,113.3,,"Medicare and Medicaid",N,"THE OAKS OF BLYTHEWOOD, INC.",2010-11-03,PRUITTHEALTH,434,N,,N,N,N,Resident,Yes,3,,3,,4,,4,,4,,4,,,,2.30976,0.98977,0.57322,1.56298,3.87274,2.98413,0.28373,0.06268,58.0,,42.1,,1,,1.99592,0.66598,0.28865,2.95055,2.35758,1.09676,0.74830,4.13719,3.18791,2022-09-21,6,6,2,28,1,0,28,2021-07-08,5,5,1,24,1,0,24,2020-01-16,14,13,1,92,1,0,92,37.333,0,3,0,0,0.00,0,0,"1075 HEATHER GREEN DRIVE,COLUMBIA,SC,29229",34.1277,-80.896,22,2024-06-01
425401,"STILL HOPES EPISCOPAL RETIREMENT COMMUNITY","1 STILL HOPES DRIVE","WEST COLUMBIA",SC,29169,8037966490,310,Lexington,"Non profit - Corporation",62,16.1,,Medicare,N,"SOUTH CAROLINA EPISCOPAL HOME AT STILL HOPES",2011-06-08,,,Y,,N,N,N,Both,Yes,3,,3,,4,,,2,4,,4,,,,4.18485,1.22048,3.00022,4.22070,8.40556,6.57601,1.58511,0.17762,,6,,6,,6,2.07470,0.73605,0.39324,3.20399,4.10932,1.22368,2.87487,8.26927,6.46939,2024-04-17,1,1,0,4,1,0,4,2022-02-25,3,2,1,95,1,0,95,2020-08-26,0,0,0,0,0,0,0,33.667,1,0,0,1,12649.00,0,1,"1 STILL HOPES DRIVE,WEST COLUMBIA,SC,29169",33.9852,-81.064,,2024-06-01
425403,"PRESBYTERIAN HOME OF SC - FOOTHILLS","205 BUD NALLEY DRIVE",EASLEY,SC,29642,8648593367,380,Pickens,"Non profit - Corporation",22,20.1,,"Medicare and Medicaid",N,"PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA",2011-10-21,"PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA",411,Y,,N,N,N,Resident,Yes,5,,4,,5,,,2,5,,4,,,,2.59927,0.88258,1.53819,2.42077,5.02004,3.74112,0.65093,0.25108,61.1,,57.1,,0,,2.15736,0.87440,0.41005,3.44180,2.45456,0.74488,1.41352,4.59740,3.42615,2023-04-13,1,1,0,4,1,0,4,2021-05-28,2,2,0,24,1,0,24,2019-01-25,1,1,0,4,1,0,4,10.667,0,0,,0,0.00,0,0,"205 BUD NALLEY DRIVE,EASLEY,SC,29642",34.7988,-82.542,,2024-06-01
425406,"PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA-FLORENC","2350 W LUCAS STREET",FLORENCE,SC,29501,8436652222,200,Florence,"Non profit - Corporation",44,27.7,,Medicare,N,"PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA",2015-12-30,"PRESBYTERIAN COMMUNITIES OF SOUTH CAROLINA",411,Y,,N,N,N,Resident,Yes,5,,3,,5,,5,,5,,5,,,,2.44120,1.59453,0.83670,2.43123,4.87243,4.52823,0.41701,0.11922,33.3,,16.7,,0,,2.02664,0.72405,0.36311,3.11380,2.45398,1.62520,0.86828,4.93227,4.58384,2022-09-28,4,4,0,44,1,0,44,2021-07-16,0,0,0,0,0,0,0,2019-05-31,6,5,1,32,1,0,32,27.333,0,1,1,0,0.00,0,0,"2350 W LUCAS STREET,FLORENCE,SC,29501",34.2420,-79.815,,2024-06-01
